Dates,Last Price,Volume,Ticker
2021-07-13,7124.72,538559849.0,UKX INDEX
2021-07-13,4340.5,1292056.0,ULVR LN EQUITY
2021-07-13,1134.0,326093.0,UTG LN EQUITY
2021-07-13,242.35,8079187.0,V US EQUITY
2021-07-13,119.32,37508747.0,VOD LN EQUITY
2021-07-13,228.49,434859.0,VRSN US EQUITY
2021-07-13,225.25,4668405.0,VTI US EQUITY
2021-07-14,149.15,127050785.0,AAPL US EQUITY
2021-07-14,58.77,997036.0,ABI BB EQUITY
2021-07-14,608.83,1377018.0,ADBE US EQUITY
2021-07-14,211.65,541637.0,ALV GR EQUITY
2021-07-14,184.084,65931360.0,AMZN US EQUITY
2021-07-14,657.4,1516866.0,AUTO LN EQUITY
2021-07-14,172.52,3123051.0,AXP US EQUITY
2021-07-14,224.45,12137004.0,BA US EQUITY
2021-07-14,2800.0,2454103.0,BATS LN EQUITY
2021-07-14,86.19,5036297.0,BND US EQUITY
2021-07-14,57.45,3098231.0,BNDX US EQUITY
2021-07-14,51.14,2325622.0,BNP FP EQUITY
2021-07-14,54.09,17113677.0,CSCO US EQUITY
2021-07-14,18.312,4918321.0,DTE GY EQUITY
2021-07-14,2977.0,1809570.0,EXPN LN EQUITY
2021-07-14,706.87,6738165.0,EZJ LN EQUITY
2021-07-14,-0.678,4316974.0,GDBR2 INDEX
2021-07-14,67.93,5950122.0,GILD US EQUITY
2021-07-14,128.237,23745660.0,GOOGL
2021-07-14,374.4,3295722.0,GS US EQUITY
2021-07-14,1618.0,569102.0,HL-LN EQUITY
2021-07-14,27787.46,1865663749.0,HSI INDEX
2021-07-14,133.551,4403752.0,IBM US EQUITY
2021-07-14,505.56,1453635.0,INTU US EQUITY
2021-07-14,5596.0,166395.0,ITRK LN EQUITY
2021-07-14,155.12,14622833.0,JPM US EQUITY
2021-07-14,675.2,1710050.0,LAND LN EQUITY
2021-07-14,46.935,93581167.0,LLOY LN EQUITY
2021-07-14,7660.0,529530.0,LSEG LN EQUITY
2021-07-14,63.51,6923524.0,MDLZ US EQUITY
2021-07-14,145.1,4765482.0,MKS LN EQUITY
2021-07-14,246.66,9420397.0,MRNA US EQUITY
2021-07-14,282.51,23113662.0,MSFT US EQUITY
2021-07-14,28608.49,548272800.0,NKY INDEX 
2021-07-14,5.033,1299054.0,NOKIA FP EQUITY
2021-07-14,300.75,4848213.0,PYPL US EQUITY
2021-07-14,581.06,380322.0,REGN US EQUITY
2021-07-14,88.1894,931626.0,SAN FP EQUITY
2021-07-14,282.8,4562836.0,SBRY LN EQUITY
2021-07-14,617.27,812336.0,SDR LN EQUITY
2021-07-14,1175.0,1366915.0,SGRO LN EQUITY
2021-07-14,4374.3,526771628.0,SPX INDEX
2021-07-14,446.2,3022257.0,STAN LN EQUITY
2021-07-14,4099.5,169603079.0,SX5E INDEX
2021-07-14,217.7933,64923570.0,TLSA US EQUITY
2021-07-14,235.65,12193265.0,TSCO LN EQUITY
2021-07-14,37.105,3785439.0,TTE FP EQUITY
2021-07-14,2.68,4316974.0,UKAB10BC INDEX
2021-07-14,3250.0,4316974.0,UKAB3YAC INDEX
2021-07-14,7091.19,539347612.0,UKX INDEX
2021-07-14,4305.0,2055868.0,ULVR LN EQUITY
2021-07-14,1111.0,365445.0,UTG LN EQUITY
2021-07-14,245.99,8693381.0,V US EQUITY
2021-07-14,117.48,79809803.0,VOD LN EQUITY
2021-07-14,230.64,528009.0,VRSN US EQUITY
2021-07-14,224.94,2830171.0,VTI US EQUITY
2021-07-15,148.48,106820297.0,AAPL US EQUITY
2021-07-15,58.2,1236058.0,ABI BB EQUITY
2021-07-15,606.17,1618283.0,ADBE US EQUITY
2021-07-15,209.55,611593.0,ALV GR EQUITY
2021-07-15,181.56,63705840.0,AMZN US EQUITY
2021-07-15,654.4,1266054.0,AUTO LN EQUITY
2021-07-15,172.85,3448298.0,AXP US EQUITY
2021-07-15,222.76,12228645.0,BA US EQUITY
2021-07-15,2793.0,2672031.0,BATS LN EQUITY
2021-07-15,86.4,3422955.0,BND US EQUITY
2021-07-15,57.55,2716592.0,BNDX US EQUITY
2021-07-15,50.72,2379431.0,BNP FP EQUITY
2021-07-15,53.65,14952369.0,CSCO US EQUITY
2021-07-15,18.22,4622409.0,DTE GY EQUITY
2021-07-15,3050.0,1701159.0,EXPN LN EQUITY
2021-07-15,692.558,4945406.0,EZJ LN EQUITY
2021-07-15,-0.678,4316974.0,GDBR2 INDEX
2021-07-15,68.3,6126992.0,GILD US EQUITY
2021-07-15,127.005,24218800.0,GOOGL
2021-07-15,373.35,2183883.0,GS US EQUITY
2021-07-15,1598.0,585931.0,HL-LN EQUITY
2021-07-15,27996.27,2081493174.0,HSI INDEX
2021-07-15,134.1528,3639698.0,IBM US EQUITY
2021-07-15,503.17,1101414.0,INTU US EQUITY
2021-07-15,5538.0,236499.0,ITRK LN EQUITY
2021-07-15,155.46,11539263.0,JPM US EQUITY
2021-07-15,668.2,1727927.0,LAND LN EQUITY
2021-07-15,46.56,109577542.0,LLOY LN EQUITY
2021-07-15,7568.0,540743.0,LSEG LN EQUITY
2021-07-15,64.12,5512092.0,MDLZ US EQUITY
2021-07-15,137.5,13830718.0,MKS LN EQUITY
2021-07-15,259.675,15130782.0,MRNA US EQUITY
2021-07-15,281.03,22604227.0,MSFT US EQUITY
2021-07-15,28279.09,532038800.0,NKY INDEX 
2021-07-15,4.8625,875123.0,NOKIA FP EQUITY
2021-07-15,296.51,4943528.0,PYPL US EQUITY
2021-07-15,589.32,776250.0,REGN US EQUITY
2021-07-15,86.6776,1632340.0,SAN FP EQUITY
2021-07-15,284.7,6518218.0,SBRY LN EQUITY
2021-07-15,611.15,1228706.0,SDR LN EQUITY
2021-07-15,1168.0,1190897.0,SGRO LN EQUITY
2021-07-15,4360.03,514704177.0,SPX INDEX
2021-07-15,440.5,4566281.0,STAN LN EQUITY
2021-07-15,4056.39,228298832.0,SX5E INDEX
2021-07-15,216.8667,60628713.0,TLSA US EQUITY
2021-07-15,232.95,11212785.0,TSCO LN EQUITY
2021-07-15,36.645,6735172.0,TTE FP EQUITY
2021-07-15,2.68,4316974.0,UKAB10BC INDEX
2021-07-15,3250.0,4316974.0,UKAB3YAC INDEX
2021-07-15,7012.02,563558143.0,UKX INDEX
2021-07-15,4286.5,1936414.0,ULVR LN EQUITY
2021-07-15,1108.0,354196.0,UTG LN EQUITY
2021-07-15,248.55,10135108.0,V US EQUITY
2021-07-15,115.3,68744316.0,VOD LN EQUITY
2021-07-15,229.21,315051.0,VRSN US EQUITY
2021-07-15,224.15,3276480.0,VTI US EQUITY
2021-07-16,146.39,93251426.0,AAPL US EQUITY
2021-07-16,58.32,1610228.0,ABI BB EQUITY
2021-07-16,606.1,1249738.0,ADBE US EQUITY
2021-07-16,208.3,967310.0,ALV GR EQUITY
2021-07-16,178.682,80874120.0,AMZN US EQUITY
2021-07-16,660.8,1382710.0,AUTO LN EQUITY
2021-07-16,170.01,4359817.0,AXP US EQUITY
2021-07-16,217.74,12413422.0,BA US EQUITY
2021-07-16,2847.0,3634375.0,BATS LN EQUITY
2021-07-16,86.32,5725147.0,BND US EQUITY
2021-07-16,57.62,2581011.0,BNDX US EQUITY
2021-07-16,49.88,3241591.0,BNP FP EQUITY
2021-07-16,53.7,14144924.0,CSCO US EQUITY
2021-07-16,18.344,7000971.0,DTE GY EQUITY
2021-07-16,3086.0,1061320.0,EXPN LN EQUITY
2021-07-16,693.905,4017666.0,EZJ LN EQUITY
2021-07-16,-0.684,4316974.0,GDBR2 INDEX
2021-07-16,68.63,5965490.0,GILD US EQUITY
2021-07-16,126.97,20424540.0,GOOGL
2021-07-16,364.8,2583278.0,GS US EQUITY
2021-07-16,1620.0,496719.0,HL-LN EQUITY
2021-07-16,28004.68,1968819134.0,HSI INDEX
2021-07-16,132.6723,4109308.0,IBM US EQUITY
2021-07-16,501.51,727878.0,INTU US EQUITY
2021-07-16,5558.0,273658.0,ITRK LN EQUITY
2021-07-16,151.91,14002741.0,JPM US EQUITY
2021-07-16,672.0,996097.0,LAND LN EQUITY
2021-07-16,45.72,119162839.0,LLOY LN EQUITY
2021-07-16,7600.0,440384.0,LSEG LN EQUITY
2021-07-16,64.26,5256381.0,MDLZ US EQUITY
2021-07-16,138.3,5872177.0,MKS LN EQUITY
2021-07-16,286.43,41397251.0,MRNA US EQUITY
2021-07-16,280.75,26186848.0,MSFT US EQUITY
2021-07-16,28003.08,503831500.0,NKY INDEX 
2021-07-16,4.915,401779.0,NOKIA FP EQUITY
2021-07-16,294.63,4268899.0,PYPL US EQUITY
2021-07-16,583.24,515553.0,REGN US EQUITY
2021-07-16,87.3937,1360607.0,SAN FP EQUITY
2021-07-16,284.5,6555035.0,SBRY LN EQUITY
2021-07-16,605.2,777641.0,SDR LN EQUITY
2021-07-16,1173.5,1406633.0,SGRO LN EQUITY
2021-07-16,4327.16,587319408.0,SPX INDEX
2021-07-16,434.7,5397195.0,STAN LN EQUITY
2021-07-16,4035.77,242929247.0,SX5E INDEX
2021-07-16,214.74,49112910.0,TLSA US EQUITY
2021-07-16,234.9,13745312.0,TSCO LN EQUITY
2021-07-16,36.285,7249288.0,TTE FP EQUITY
2021-07-16,2.68,4316974.0,UKAB10BC INDEX
2021-07-16,3250.0,4316974.0,UKAB3YAC INDEX
2021-07-16,7008.09,596087856.0,UKX INDEX
2021-07-16,4358.0,2762021.0,ULVR LN EQUITY
2021-07-16,1130.0,527632.0,UTG LN EQUITY
2021-07-16,248.12,8674464.0,V US EQUITY
2021-07-16,116.6,51530603.0,VOD LN EQUITY
2021-07-16,229.74,354470.0,VRSN US EQUITY
2021-07-16,222.39,3203304.0,VTI US EQUITY
2021-07-19,142.45,121434571.0,AAPL US EQUITY
2021-07-19,56.0,2496098.0,ABI BB EQUITY
2021-07-19,602.05,2046575.0,ADBE US EQUITY
2021-07-19,201.55,1653428.0,ALV GR EQUITY
2021-07-19,177.48,75691900.0,AMZN US EQUITY
2021-07-19,653.8,1456473.0,AUTO LN EQUITY
2021-07-19,162.81,6739752.0,AXP US EQUITY
2021-07-19,206.99,24123597.0,BA US EQUITY
2021-07-19,2746.0,2911163.0,BATS LN EQUITY
2021-07-19,86.81,6493290.0,BND US EQUITY
2021-07-19,57.76,2328464.0,BNDX US EQUITY
2021-07-19,47.79,5356223.0,BNP FP EQUITY
2021-07-19,53.06,19925276.0,CSCO US EQUITY
2021-07-19,17.542,13197311.0,DTE GY EQUITY
2021-07-19,3050.0,1334564.0,EXPN LN EQUITY
2021-07-19,648.273,6687160.0,EZJ LN EQUITY
2021-07-19,-0.691,4316974.0,GDBR2 INDEX
2021-07-19,68.23,6054350.0,GILD US EQUITY
2021-07-19,124.578,27967580.0,GOOGL
2021-07-19,354.72,4394635.0,GS US EQUITY
2021-07-19,1592.0,365112.0,HL-LN EQUITY
2021-07-19,27489.78,1874176249.0,HSI INDEX
2021-07-19,131.7362,8582302.0,IBM US EQUITY
2021-07-19,498.78,1320265.0,INTU US EQUITY
2021-07-19,5480.0,284094.0,ITRK LN EQUITY
2021-07-19,146.97,22172865.0,JPM US EQUITY
2021-07-19,653.2,2039585.0,LAND LN EQUITY
2021-07-19,43.5,192629194.0,LLOY LN EQUITY
2021-07-19,7600.0,597565.0,LSEG LN EQUITY
2021-07-19,64.02,8164458.0,MDLZ US EQUITY
2021-07-19,132.3,8304195.0,MKS LN EQUITY
2021-07-19,313.59,35526769.0,MRNA US EQUITY
2021-07-19,277.01,32935634.0,MSFT US EQUITY
2021-07-19,27652.74,498791000.0,NKY INDEX 
2021-07-19,4.7915,953940.0,NOKIA FP EQUITY
2021-07-19,294.85,5681478.0,PYPL US EQUITY
2021-07-19,585.23,552105.0,REGN US EQUITY
2021-07-19,86.2997,2162417.0,SAN FP EQUITY
2021-07-19,281.1,5591567.0,SBRY LN EQUITY
2021-07-19,590.07,749141.0,SDR LN EQUITY
2021-07-19,1171.0,1682585.0,SGRO LN EQUITY
2021-07-19,4258.49,724701580.0,SPX INDEX
2021-07-19,419.1,5320707.0,STAN LN EQUITY
2021-07-19,3928.53,377513778.0,SX5E INDEX
2021-07-19,215.4067,63891270.0,TLSA US EQUITY
2021-07-19,231.2,13203644.0,TSCO LN EQUITY
2021-07-19,34.89,10678934.0,TTE FP EQUITY
2021-07-19,2.68,4316974.0,UKAB10BC INDEX
2021-07-19,3250.0,4316974.0,UKAB3YAC INDEX
2021-07-19,6844.39,787397581.0,UKX INDEX
2021-07-19,4346.0,2376687.0,ULVR LN EQUITY
2021-07-19,1099.0,550927.0,UTG LN EQUITY
2021-07-19,240.41,11474571.0,V US EQUITY
2021-07-19,113.0,69492590.0,VOD LN EQUITY
2021-07-19,228.55,425409.0,VRSN US EQUITY
2021-07-19,219.23,6966215.0,VTI US EQUITY
2021-07-20,146.15,96350036.0,AAPL US EQUITY
2021-07-20,56.6,1934565.0,ABI BB EQUITY
2021-07-20,608.72,1675926.0,ADBE US EQUITY
2021-07-20,204.2,933060.0,ALV GR EQUITY
2021-07-20,178.66,65113600.0,AMZN US EQUITY
2021-07-20,649.2,2019448.0,AUTO LN EQUITY
2021-07-20,168.87,4243662.0,AXP US EQUITY
2021-07-20,217.15,17027300.0,BA US EQUITY
2021-07-20,2724.0,4171506.0,BATS LN EQUITY
2021-07-20,86.72,6762170.0,BND US EQUITY
2021-07-20,57.76,3165828.0,BNDX US EQUITY
2021-07-20,48.695,3413038.0,BNP FP EQUITY
2021-07-20,53.58,17250163.0,CSCO US EQUITY
2021-07-20,17.534,8960821.0,DTE GY EQUITY
2021-07-20,3042.0,1312738.0,EXPN LN EQUITY
2021-07-20,654.335,4265646.0,EZJ LN EQUITY
2021-07-20,-0.714,4316974.0,GDBR2 INDEX
2021-07-20,69.16,9332631.0,GILD US EQUITY
2021-07-20,126.21,26316440.0,GOOGL
2021-07-20,364.76,2937859.0,GS US EQUITY
2021-07-20,1580.0,554878.0,HL-LN EQUITY
2021-07-20,27259.25,2263380751.0,HSI INDEX
2021-07-20,133.6943,13611675.0,IBM US EQUITY
2021-07-20,508.56,1273340.0,INTU US EQUITY
2021-07-20,5376.0,587688.0,ITRK LN EQUITY
2021-07-20,149.71,15385158.0,JPM US EQUITY
2021-07-20,662.8,2259565.0,LAND LN EQUITY
2021-07-20,44.085,241723805.0,LLOY LN EQUITY
2021-07-20,7500.0,1189473.0,LSEG LN EQUITY
2021-07-20,64.41,7253761.0,MDLZ US EQUITY
2021-07-20,131.55,7279940.0,MKS LN EQUITY
2021-07-20,307.33,123115470.0,MRNA US EQUITY
2021-07-20,279.32,26259741.0,MSFT US EQUITY
2021-07-20,27388.16,630098800.0,NKY INDEX 
2021-07-20,4.9075,438346.0,NOKIA FP EQUITY
2021-07-20,298.07,5424096.0,PYPL US EQUITY
2021-07-20,587.24,644953.0,REGN US EQUITY
2021-07-20,86.618,1753137.0,SAN FP EQUITY
2021-07-20,278.4,7861990.0,SBRY LN EQUITY
2021-07-20,596.02,1077789.0,SDR LN EQUITY
2021-07-20,1173.5,1918970.0,SGRO LN EQUITY
2021-07-20,4323.06,692840006.0,SPX INDEX
2021-07-20,421.3,9771431.0,STAN LN EQUITY
2021-07-20,3956.34,286026705.0,SX5E INDEX
2021-07-20,220.1667,46461381.0,TLSA US EQUITY
2021-07-20,229.65,21403405.0,TSCO LN EQUITY
2021-07-20,34.865,8737348.0,TTE FP EQUITY
2021-07-20,2.68,4316974.0,UKAB10BC INDEX
2021-07-20,3250.0,4316974.0,UKAB3YAC INDEX
2021-07-20,6881.13,913431047.0,UKX INDEX
2021-07-20,4321.5,3892873.0,ULVR LN EQUITY
2021-07-20,1112.5,648040.0,UTG LN EQUITY
2021-07-20,242.7,7072288.0,V US EQUITY
2021-07-20,113.34,95063562.0,VOD LN EQUITY
2021-07-20,229.43,360302.0,VRSN US EQUITY
2021-07-20,223.02,5362926.0,VTI US EQUITY
2021-07-21,145.4,74993460.0,AAPL US EQUITY
2021-07-21,58.04,1923657.0,ABI BB EQUITY
2021-07-21,612.26,1381019.0,ADBE US EQUITY
2021-07-21,207.9,1264399.0,ALV GR EQUITY
2021-07-21,179.26,46379780.0,AMZN US EQUITY
2021-07-21,651.8,1714384.0,AUTO LN EQUITY
2021-07-21,172.51,3384776.0,AXP US EQUITY
2021-07-21,222.54,11437567.0,BA US EQUITY
2021-07-21,2742.5,2432613.0,BATS LN EQUITY
2021-07-21,86.44,6292951.0,BND US EQUITY
2021-07-21,57.71,4088007.0,BNDX US EQUITY
2021-07-21,50.23,3378416.0,BNP FP EQUITY
2021-07-21,53.88,14068607.0,CSCO US EQUITY
2021-07-21,17.886,7491821.0,DTE GY EQUITY
2021-07-21,3050.0,1144505.0,EXPN LN EQUITY
2021-07-21,682.623,4480815.0,EZJ LN EQUITY
2021-07-21,-0.715,4316974.0,GDBR2 INDEX
2021-07-21,68.41,5816412.0,GILD US EQUITY
2021-07-21,127.549,20746180.0,GOOGL
2021-07-21,373.5,2398848.0,GS US EQUITY
2021-07-21,1608.0,349391.0,HL-LN EQUITY
2021-07-21,27224.58,1672532964.0,HSI INDEX
2021-07-21,134.9647,4803977.0,IBM US EQUITY
2021-07-21,514.45,1118901.0,INTU US EQUITY
2021-07-21,5428.0,644265.0,ITRK LN EQUITY
2021-07-21,152.86,12356686.0,JPM US EQUITY
2021-07-21,690.2,1486258.0,LAND LN EQUITY
2021-07-21,45.64,108039858.0,LLOY LN EQUITY
2021-07-21,7560.0,548640.0,LSEG LN EQUITY
2021-07-21,64.02,4527873.0,MDLZ US EQUITY
2021-07-21,138.6,8874567.0,MKS LN EQUITY
2021-07-21,321.11,30859285.0,MRNA US EQUITY
2021-07-21,281.4,24364320.0,MSFT US EQUITY
2021-07-21,27548.0,514113600.0,NKY INDEX 
2021-07-21,4.992,540951.0,NOKIA FP EQUITY
2021-07-21,301.77,5497140.0,PYPL US EQUITY
2021-07-21,583.72,480841.0,REGN US EQUITY
2021-07-21,86.5583,1612669.0,SAN FP EQUITY
2021-07-21,279.7,5502723.0,SBRY LN EQUITY
2021-07-21,613.87,696930.0,SDR LN EQUITY
2021-07-21,1187.5,1243080.0,SGRO LN EQUITY
2021-07-21,4358.69,558817185.0,SPX INDEX
2021-07-21,429.6,5149959.0,STAN LN EQUITY
2021-07-21,4026.68,296149986.0,SX5E INDEX
2021-07-21,218.43,41860014.0,TLSA US EQUITY
2021-07-21,231.3,13033914.0,TSCO LN EQUITY
2021-07-21,35.795,8255255.0,TTE FP EQUITY
2021-07-21,2.68,4316974.0,UKAB10BC INDEX
2021-07-21,3250.0,4316974.0,UKAB3YAC INDEX
2021-07-21,6998.28,603320587.0,UKX INDEX
2021-07-21,4303.0,2866686.0,ULVR LN EQUITY
2021-07-21,1126.5,551248.0,UTG LN EQUITY
2021-07-21,243.66,11241420.0,V US EQUITY
2021-07-21,115.1,53380238.0,VOD LN EQUITY
2021-07-21,230.13,357167.0,VRSN US EQUITY
2021-07-21,225.02,2542533.0,VTI US EQUITY
2021-07-22,146.8,77338156.0,AAPL US EQUITY
2021-07-22,57.88,1702456.0,ABI BB EQUITY
2021-07-22,623.68,1477891.0,ADBE US EQUITY
2021-07-22,208.75,599392.0,ALV GR EQUITY
2021-07-22,181.902,65307040.0,AMZN US EQUITY
2021-07-22,660.4,1409454.0,AUTO LN EQUITY
2021-07-22,170.9,3335940.0,AXP US EQUITY
2021-07-22,220.87,9768898.0,BA US EQUITY
2021-07-22,2735.0,1529372.0,BATS LN EQUITY
2021-07-22,86.63,4894957.0,BND US EQUITY
2021-07-22,57.77,2631519.0,BNDX US EQUITY
2021-07-22,49.98,2795497.0,BNP FP EQUITY
2021-07-22,54.54,15729796.0,CSCO US EQUITY
2021-07-22,17.67,8067975.0,DTE GY EQUITY
2021-07-22,3109.0,859250.0,EXPN LN EQUITY
2021-07-22,682.455,3608134.0,EZJ LN EQUITY
2021-07-22,-0.72,4316974.0,GDBR2 INDEX
2021-07-22,68.65,2901519.0,GILD US EQUITY
2021-07-22,128.421,14301880.0,GOOGL
2021-07-22,372.71,1887130.0,GS US EQUITY
2021-07-22,1605.5,566636.0,HL-LN EQUITY
2021-07-22,27723.84,1807199689.0,HSI INDEX
2021-07-22,134.4011,3314153.0,IBM US EQUITY
2021-07-22,521.31,917690.0,INTU US EQUITY
2021-07-22,5546.0,526213.0,ITRK LN EQUITY
2021-07-22,150.93,9913322.0,JPM US EQUITY
2021-07-22,689.0,1733301.0,LAND LN EQUITY
2021-07-22,45.23,85536809.0,LLOY LN EQUITY
2021-07-22,7550.0,873619.0,LSEG LN EQUITY
2021-07-22,63.84,4920645.0,MDLZ US EQUITY
2021-07-22,138.1,5225738.0,MKS LN EQUITY
2021-07-22,323.48,16491283.0,MRNA US EQUITY
2021-07-22,286.14,23384059.0,MSFT US EQUITY
2021-07-22,27548.0,514113600.0,NKY INDEX 
2021-07-22,4.912,435481.0,NOKIA FP EQUITY
2021-07-22,303.69,3601476.0,PYPL US EQUITY
2021-07-22,586.88,406910.0,REGN US EQUITY
2021-07-22,87.0556,1411136.0,SAN FP EQUITY
2021-07-22,280.7,3970186.0,SBRY LN EQUITY
2021-07-22,615.4,931783.0,SDR LN EQUITY
2021-07-22,1200.5,1293700.0,SGRO LN EQUITY
2021-07-22,4367.48,457945741.0,SPX INDEX
2021-07-22,428.7,3692232.0,STAN LN EQUITY
2021-07-22,4059.05,225628443.0,SX5E INDEX
2021-07-22,216.42,45317181.0,TLSA US EQUITY
2021-07-22,231.8,9374625.0,TSCO LN EQUITY
2021-07-22,35.64,4283311.0,TTE FP EQUITY
2021-07-22,2.68,4316974.0,UKAB10BC INDEX
2021-07-22,3250.0,4316974.0,UKAB3YAC INDEX
2021-07-22,6968.3,495541057.0,UKX INDEX
2021-07-22,4050.5,6902604.0,ULVR LN EQUITY
2021-07-22,1133.0,489005.0,UTG LN EQUITY
2021-07-22,244.14,10293570.0,V US EQUITY
2021-07-22,116.04,61004146.0,VOD LN EQUITY
2021-07-22,233.53,550242.0,VRSN US EQUITY
2021-07-22,225.21,2236248.0,VTI US EQUITY
2021-07-23,148.56,71447416.0,AAPL US EQUITY
2021-07-23,58.09,1373050.0,ABI BB EQUITY
2021-07-23,625.87,2030395.0,ADBE US EQUITY
2021-07-23,209.3,628433.0,ALV GR EQUITY
2021-07-23,182.832,48725840.0,AMZN US EQUITY
2021-07-23,660.2,1535849.0,AUTO LN EQUITY
2021-07-23,173.18,6326617.0,AXP US EQUITY
2021-07-23,221.52,9379453.0,BA US EQUITY
2021-07-23,2769.0,1860893.0,BATS LN EQUITY
2021-07-23,86.53,8887561.0,BND US EQUITY
2021-07-23,57.81,2828648.0,BNDX US EQUITY
2021-07-23,50.57,2172496.0,BNP FP EQUITY
2021-07-23,55.23,13042474.0,CSCO US EQUITY
2021-07-23,17.884,6462014.0,DTE GY EQUITY
2021-07-23,3144.0,985189.0,EXPN LN EQUITY
2021-07-23,685.149,1928999.0,EZJ LN EQUITY
2021-07-23,-0.726,4316974.0,GDBR2 INDEX
2021-07-23,69.02,3524311.0,GILD US EQUITY
2021-07-23,133.015,41506420.0,GOOGL
2021-07-23,374.05,1707088.0,GS US EQUITY
2021-07-23,1632.5,488145.0,HL-LN EQUITY
2021-07-23,27321.98,1182745186.0,HSI INDEX
2021-07-23,135.0029,4474157.0,IBM US EQUITY
2021-07-23,528.43,974481.0,INTU US EQUITY
2021-07-23,5592.0,206001.0,ITRK LN EQUITY
2021-07-23,150.64,9666101.0,JPM US EQUITY
2021-07-23,692.0,1172220.0,LAND LN EQUITY
2021-07-23,45.885,74947308.0,LLOY LN EQUITY
2021-07-23,7624.0,475131.0,LSEG LN EQUITY
2021-07-23,64.89,5975246.0,MDLZ US EQUITY
2021-07-23,140.4,6207112.0,MKS LN EQUITY
2021-07-23,348.83,23431397.0,MRNA US EQUITY
2021-07-23,289.67,22768071.0,MSFT US EQUITY
2021-07-23,27548.0,514113600.0,NKY INDEX 
2021-07-23,4.968,323728.0,NOKIA FP EQUITY
2021-07-23,308.53,4231088.0,PYPL US EQUITY
2021-07-23,586.35,628252.0,REGN US EQUITY
2021-07-23,87.5927,1231579.0,SAN FP EQUITY
2021-07-23,279.1,4245232.0,SBRY LN EQUITY
2021-07-23,624.41,759959.0,SDR LN EQUITY
2021-07-23,1206.0,1361643.0,SGRO LN EQUITY
2021-07-23,4411.79,443919175.0,SPX INDEX
2021-07-23,431.7,4069635.0,STAN LN EQUITY
2021-07-23,4109.1,217677589.0,SX5E INDEX
2021-07-23,214.46,43814832.0,TLSA US EQUITY
2021-07-23,234.3,14531248.0,TSCO LN EQUITY
2021-07-23,35.635,4478444.0,TTE FP EQUITY
2021-07-23,2.68,4316974.0,UKAB10BC INDEX
2021-07-23,3250.0,4316974.0,UKAB3YAC INDEX
2021-07-23,7027.58,426563913.0,UKX INDEX
2021-07-23,4144.0,3150289.0,ULVR LN EQUITY
2021-07-23,1149.5,333237.0,UTG LN EQUITY
2021-07-23,249.02,6766007.0,V US EQUITY
2021-07-23,118.84,70981812.0,VOD LN EQUITY
2021-07-23,222.54,1355714.0,VRSN US EQUITY
2021-07-23,227.46,2982715.0,VTI US EQUITY
2021-07-26,148.99,72434089.0,AAPL US EQUITY
2021-07-26,58.16,1174494.0,ABI BB EQUITY
2021-07-26,620.8,1389898.0,ADBE US EQUITY
2021-07-26,211.0,485070.0,ALV GR EQUITY
2021-07-26,184.991,58001360.0,AMZN US EQUITY
2021-07-26,652.2,1763709.0,AUTO LN EQUITY
2021-07-26,172.61,3115863.0,AXP US EQUITY
2021-07-26,225.85,8933194.0,BA US EQUITY
2021-07-26,2766.0,1530172.0,BATS LN EQUITY
2021-07-26,86.48,5427869.0,BND US EQUITY
2021-07-26,57.76,3988321.0,BNDX US EQUITY
2021-07-26,51.71,2908078.0,BNP FP EQUITY
2021-07-26,55.47,10097443.0,CSCO US EQUITY
2021-07-26,17.834,4415202.0,DTE GY EQUITY
2021-07-26,3100.0,882665.0,EXPN LN EQUITY
2021-07-26,712.09,2406215.0,EZJ LN EQUITY
2021-07-26,-0.733,4316974.0,GDBR2 INDEX
2021-07-26,68.75,4314356.0,GILD US EQUITY
2021-07-26,134.035,30571480.0,GOOGL
2021-07-26,375.9,1559134.0,GS US EQUITY
2021-07-26,1633.5,584061.0,HL-LN EQUITY
2021-07-26,26192.32,2695215731.0,HSI INDEX
2021-07-26,136.3688,4246266.0,IBM US EQUITY
2021-07-26,529.31,720516.0,INTU US EQUITY
2021-07-26,5470.0,174053.0,ITRK LN EQUITY
2021-07-26,151.65,8207990.0,JPM US EQUITY
2021-07-26,699.0,3584423.0,LAND LN EQUITY
2021-07-26,46.555,103769828.0,LLOY LN EQUITY
2021-07-26,7424.0,429360.0,LSEG LN EQUITY
2021-07-26,64.84,6054495.0,MDLZ US EQUITY
2021-07-26,142.65,4380369.0,MKS LN EQUITY
2021-07-26,335.87,23387796.0,MRNA US EQUITY
2021-07-26,289.05,23176073.0,MSFT US EQUITY
2021-07-26,27833.29,545421000.0,NKY INDEX 
2021-07-26,4.9675,370658.0,NOKIA FP EQUITY
2021-07-26,306.8,3805925.0,PYPL US EQUITY
2021-07-26,577.78,488658.0,REGN US EQUITY
2021-07-26,87.1053,1163906.0,SAN FP EQUITY
2021-07-26,279.6,2824007.0,SBRY LN EQUITY
2021-07-26,621.52,495212.0,SDR LN EQUITY
2021-07-26,1190.5,1088507.0,SGRO LN EQUITY
2021-07-26,4422.3,497708180.0,SPX INDEX
2021-07-26,433.5,3959069.0,STAN LN EQUITY
2021-07-26,4102.59,259334499.0,SX5E INDEX
2021-07-26,219.2067,76009668.0,TLSA US EQUITY
2021-07-26,232.4,7823029.0,TSCO LN EQUITY
2021-07-26,36.46,4784517.0,TTE FP EQUITY
